Source,Target,Weight,Mission Report Id,Mission Report Title,Mission Brief Id,Mission Brief Title,Campaign Id,Campaign Title
"186","4","<[2011-11-20T21:36:00.000, 2012-04-11T19:23:32.000, 1); [2012-04-11T19:23:32.000, 2012-07-30T17:40:21.000, 2); [2012-07-30T17:40:21.000, 2014-08-16T22:36:00.000, 3); [2014-08-16T22:36:00.000, 2015-01-06T18:23:32.000, 2); [2015-01-06T18:23:32.000, 2015-04-26T17:40:21.000, 1]>",,,,,,
"675","82","<[2012-06-13T12:41:46.000, 2015-03-10T11:41:46.000, 1]>",,,,,,
"710","4","<[2012-04-13T17:20:12.000, 2012-04-17T17:12:25.000, 1); [2012-04-17T17:12:25.000, 2012-08-14T21:33:44.000, 2); [2012-08-14T21:33:44.000, 2012-09-08T15:24:04.000, 3); [2012-09-08T15:24:04.000, 2015-01-08T16:20:12.000, 4); [2015-01-08T16:20:12.000, 2015-01-12T16:12:25.000, 3); [2015-01-12T16:12:25.000, 2015-05-11T21:33:44.000, 2); [2015-05-11T21:33:44.000, 2015-06-05T15:24:04.000, 1]>",,,,,,
"358","8","<[2012-01-24T01:01:37.000, 2014-10-20T02:01:37.000, 1]>",,,,,,
"414","8","<[2012-01-18T21:48:11.000, 2014-10-14T22:48:11.000, 1]>",,,,,,
"454","74","<[2012-02-18T17:24:12.000, 2014-11-14T17:24:12.000, 1]>",,,,,,
"266","1056","<[2012-06-28T19:12:54.000, 2015-03-25T18:12:54.000, 1]>",,,,,,
"64","875","<[2012-06-08T05:16:42.000, 2015-03-05T04:16:42.000, 1]>",,,,,,
"10","378","<[2012-05-25T17:57:41.000, 2012-07-21T11:36:36.000, 1); [2012-07-21T11:36:36.000, 2015-02-19T16:57:41.000, 2); [2015-02-19T16:57:41.000, 2015-04-17T11:36:36.000, 1]>",,,,,,
"664","4","<[2012-04-20T20:31:06.000, 2012-04-20T20:33:35.000, 1); [2012-04-20T20:33:35.000, 2012-05-19T15:10:18.000, 2); [2012-05-19T15:10:18.000, 2015-01-15T19:31:06.000, 3); [2015-01-15T19:31:06.000, 2015-01-15T19:33:35.000, 2); [2015-01-15T19:33:35.000, 2015-02-13T14:10:18.000, 1]>",,,,,,
"720","4","<[2012-04-19T11:39:49.000, 2015-01-14T10:39:49.000, 1]>",,,,,,
"412","369","<[2012-02-02T11:59:51.000, 2014-10-29T11:59:51.000, 1]>",,,,,,
"4","425","<[2012-01-22T00:16:23.000, 2012-01-26T09:27:00.000, 1); [2012-01-26T09:27:00.000, 2012-02-25T11:19:49.000, 2); [2012-02-25T11:19:49.000, 2012-03-23T19:27:18.000, 3); [2012-03-23T19:27:18.000, 2012-07-25T00:08:20.000, 4); [2012-07-25T00:08:20.000, 2014-10-18T01:16:23.000, 5); [2014-10-18T01:16:23.000, 2014-10-22T10:27:00.000, 4); [2014-10-22T10:27:00.000, 2014-11-21T11:19:49.000, 3); [2014-11-21T11:19:49.000, 2014-12-18T19:27:18.000, 2); [2014-12-18T19:27:18.000, 2015-04-21T00:08:20.000, 1]>",,,,,,
"536","8","<[2012-03-01T21:32:13.000, 2012-04-12T22:48:18.000, 1); [2012-04-12T22:48:18.000, 2014-11-26T21:32:13.000, 2); [2014-11-26T21:32:13.000, 2015-01-07T21:48:18.000, 1]>",,,,,,
"932","499","<[2012-11-20T12:59:49.000, 2015-08-17T13:59:49.000, 1]>",,,,,,
"245","245","<[2012-06-03T14:58:10.000, 2015-02-28T13:58:10.000, 1]>",,,,,,
"474","260","<[2012-03-22T15:10:03.000, 2014-12-17T15:10:03.000, 1]>",,,,,,
"636","454","<[2012-03-31T01:07:53.000, 2014-12-26T00:07:53.000, 1]>",,,,,,
"319","311","<[2011-12-16T15:41:35.000, 2014-09-11T16:41:35.000, 1]>",,,,,,
"4","396","<[2012-01-14T13:02:24.000, 2014-10-10T14:02:24.000, 1]>",,,,,,
"205","678","<[2012-07-20T15:44:01.000, 2015-04-16T15:44:01.000, 1]>",,,,,,
"647","64","<[2012-06-30T14:33:38.000, 2015-03-27T13:33:38.000, 1]>",,,,,,
"824","8","<[2012-05-29T15:49:14.000, 2015-02-23T14:49:14.000, 1]>",,,,,,
"4","808","<[2012-05-02T21:18:28.000, 2012-05-02T23:24:56.000, 1); [2012-05-02T23:24:56.000, 2015-01-27T20:18:28.000, 2); [2015-01-27T20:18:28.000, 2015-01-27T22:24:56.000, 1]>",,,,,,
"762","8","<[2012-04-25T21:41:32.000, 2015-01-20T20:41:32.000, 1]>",,,,,,
"674","10","<[2012-04-22T22:18:45.000, 2015-01-17T21:18:45.000, 1]>",,,,,,
"307","4","<[2012-01-30T14:14:00.000, 2014-10-26T14:14:00.000, 1]>",,,,,,
"690","678","<[2012-07-24T19:12:48.000, 2015-04-20T19:12:48.000, 1]>",,,,,,
"965","4","<[2012-06-10T07:49:37.000, 2012-06-18T13:42:23.000, 1); [2012-06-18T13:42:23.000, 2012-07-20T19:59:02.000, 2); [2012-07-20T19:59:02.000, 2012-07-26T11:17:55.000, 3); [2012-07-26T11:17:55.000, 2012-08-02T18:20:46.000, 4); [2012-08-02T18:20:46.000, 2012-08-02T18:39:58.000, 5); [2012-08-02T18:39:58.000, 2012-09-11T01:00:49.000, 6); [2012-09-11T01:00:49.000, 2015-03-07T06:49:37.000, 7); [2015-03-07T06:49:37.000, 2015-03-15T12:42:23.000, 6); [2015-03-15T12:42:23.000, 2015-04-16T19:59:02.000, 5); [2015-04-16T19:59:02.000, 2015-04-22T11:17:55.000, 4); [2015-04-22T11:17:55.000, 2015-04-29T18:20:46.000, 3); [2015-04-29T18:20:46.000, 2015-04-29T18:39:58.000, 2); [2015-04-29T18:39:58.000, 2015-06-08T01:00:49.000, 1]>",,,,,,
"996","10","<[2012-06-07T14:10:03.000, 2015-03-04T13:10:03.000, 1]>",,,,,,
"8","762","<[2012-04-25T22:15:00.000, 2012-04-25T22:48:00.000, 1); [2012-04-25T22:48:00.000, 2015-01-20T21:15:00.000, 2); [2015-01-20T21:15:00.000, 2015-01-20T21:48:00.000, 1]>",,,,,,
"5","700","<[2012-05-09T23:42:24.000, 2015-02-03T22:42:24.000, 1]>",,,,,,
"713","10","<[2012-05-08T19:31:26.000, 2015-02-02T18:31:26.000, 1]>",,,,,,
"9","4","<[2011-12-04T14:13:06.000, 2011-12-30T13:54:23.000, 1); [2011-12-30T13:54:23.000, 2014-08-30T15:13:06.000, 2); [2014-08-30T15:13:06.000, 2014-09-25T14:54:23.000, 1]>",,,,,,
"841","700","<[2012-05-10T14:22:20.000, 2015-02-04T13:22:20.000, 1]>",,,,,,
"536","700","<[2012-04-12T18:09:15.000, 2012-04-13T18:42:57.000, 1); [2012-04-13T18:42:57.000, 2015-01-07T17:09:15.000, 2); [2015-01-07T17:09:15.000, 2015-01-08T17:42:57.000, 1]>",,,,,,
"64","54","<[2012-06-27T22:15:34.000, 2015-03-24T21:15:34.000, 1]>",,,,,,
"857","611","<[2012-06-04T17:52:30.000, 2012-06-05T13:06:06.000, 1); [2012-06-05T13:06:06.000, 2015-03-01T16:52:30.000, 2); [2015-03-01T16:52:30.000, 2015-03-02T12:06:06.000, 1]>",,,,,,
"5","842","<[2012-05-12T15:32:52.000, 2015-02-06T14:32:52.000, 1]>",,,,,,
"932","716","<[2012-05-30T14:39:51.000, 2015-02-24T13:39:51.000, 1]>",,,,,,
"203","369","<[2012-01-09T18:21:35.000, 2012-01-09T18:53:41.000, 1); [2012-01-09T18:53:41.000, 2012-01-10T12:37:21.000, 2); [2012-01-10T12:37:21.000, 2012-01-10T17:41:21.000, 3); [2012-01-10T17:41:21.000, 2012-01-20T00:21:39.000, 4); [2012-01-20T00:21:39.000, 2014-10-05T19:21:35.000, 5); [2014-10-05T19:21:35.000, 2014-10-05T19:53:41.000, 4); [2014-10-05T19:53:41.000, 2014-10-06T13:37:21.000, 3); [2014-10-06T13:37:21.000, 2014-10-06T18:41:21.000, 2); [2014-10-06T18:41:21.000, 2014-10-16T01:21:39.000, 1]>",,,,,,
"4","8","<[2011-11-24T12:41:41.000, 2011-12-15T01:20:41.000, 1); [2011-12-15T01:20:41.000, 2012-01-26T21:33:04.000, 2); [2012-01-26T21:33:04.000, 2012-02-03T16:57:18.000, 3); [2012-02-03T16:57:18.000, 2012-02-06T19:21:03.000, 4); [2012-02-06T19:21:03.000, 2012-02-12T19:21:20.000, 5); [2012-02-12T19:21:20.000, 2012-02-12T21:10:57.000, 6); [2012-02-12T21:10:57.000, 2012-02-14T00:26:20.000, 7); [2012-02-14T00:26:20.000, 2012-03-01T10:08:11.000, 8); [2012-03-01T10:08:11.000, 2012-03-28T10:52:30.000, 9); [2012-03-28T10:52:30.000, 2012-04-03T11:30:24.000, 10); [2012-04-03T11:30:24.000, 2012-04-08T20:46:32.000, 11); [2012-04-08T20:46:32.000, 2012-05-06T11:59:21.000, 12); [2012-05-06T11:59:21.000, 2012-07-25T13:48:17.000, 13); [2012-07-25T13:48:17.000, 2012-08-07T12:02:30.000, 14); [2012-08-07T12:02:30.000, 2012-08-07T15:33:58.000, 15); [2012-08-07T15:33:58.000, 2012-08-07T16:28:09.000, 16); [2012-08-07T16:28:09.000, 2012-08-14T15:20:54.000, 17); [2012-08-14T15:20:54.000, 2012-08-24T13:43:05.000, 18); [2012-08-24T13:43:05.000, 2012-10-15T09:33:43.000, 19); [2012-10-15T09:33:43.000, 2014-08-20T13:41:41.000, 20); [2014-08-20T13:41:41.000, 2014-09-10T02:20:41.000, 19); [2014-09-10T02:20:41.000, 2014-10-22T22:33:04.000, 18); [2014-10-22T22:33:04.000, 2014-10-30T16:57:18.000, 17); [2014-10-30T16:57:18.000, 2014-11-02T19:21:03.000, 16); [2014-11-02T19:21:03.000, 2014-11-08T19:21:20.000, 15); [2014-11-08T19:21:20.000, 2014-11-08T21:10:57.000, 14); [2014-11-08T21:10:57.000, 2014-11-10T00:26:20.000, 13); [2014-11-10T00:26:20.000, 2014-11-26T10:08:11.000, 12); [2014-11-26T10:08:11.000, 2014-12-23T09:52:30.000, 11); [2014-12-23T09:52:30.000, 2014-12-29T10:30:24.000, 10); [2014-12-29T10:30:24.000, 2015-01-03T19:46:32.000, 9); [2015-01-03T19:46:32.000, 2015-01-31T10:59:21.000, 8); [2015-01-31T10:59:21.000, 2015-04-21T13:48:17.000, 7); [2015-04-21T13:48:17.000, 2015-05-04T12:02:30.000, 6); [2015-05-04T12:02:30.000, 2015-05-04T15:33:58.000, 5); [2015-05-04T15:33:58.000, 2015-05-04T16:28:09.000, 4); [2015-05-04T16:28:09.000, 2015-05-11T15:20:54.000, 3); [2015-05-11T15:20:54.000, 2015-05-21T13:43:05.000, 2); [2015-05-21T13:43:05.000, 2015-07-12T09:33:43.000, 1]>",,,,,,
"683","5","<[2012-04-19T00:13:54.000, 2012-04-29T17:43:57.000, 1); [2012-04-29T17:43:57.000, 2012-05-10T00:20:11.000, 2); [2012-05-10T00:20:11.000, 2012-05-10T00:45:12.000, 3); [2012-05-10T00:45:12.000, 2012-05-18T13:54:05.000, 4); [2012-05-18T13:54:05.000, 2015-01-13T23:13:54.000, 5); [2015-01-13T23:13:54.000, 2015-01-24T16:43:57.000, 4); [2015-01-24T16:43:57.000, 2015-02-03T23:20:11.000, 3); [2015-02-03T23:20:11.000, 2015-02-03T23:45:12.000, 2); [2015-02-03T23:45:12.000, 2015-02-12T12:54:05.000, 1]>",,,,,,
"5","536","<[2012-04-16T15:37:10.000, 2012-04-16T16:03:43.000, 1); [2012-04-16T16:03:43.000, 2015-01-11T14:37:10.000, 2); [2015-01-11T14:37:10.000, 2015-01-11T15:03:43.000, 1]>",,,,,,
"10","54","<[2012-06-22T10:54:22.000, 2015-03-19T09:54:22.000, 1]>",,,,,,
"4","39","<[2012-02-26T22:27:46.000, 2014-11-22T22:27:46.000, 1]>",,,,,,
"796","10","<[2012-05-12T20:16:41.000, 2015-02-06T19:16:41.000, 1]>",,,,,,
"468","536","<[2012-03-08T14:39:41.000, 2014-12-03T14:39:41.000, 1]>",,,,,,
"8","50","<[2011-10-19T23:48:58.000, 2014-07-15T23:48:58.000, 1]>",,,,,,
"92","92","<[2012-09-19T13:32:10.000, 2015-06-16T13:32:10.000, 1]>",,,,,,
"10","1137","<[2012-07-20T14:58:33.000, 2015-04-16T14:58:33.000, 1]>",,,,,,
"857","82","<[2012-06-21T21:53:34.000, 2012-07-29T16:50:08.000, 1); [2012-07-29T16:50:08.000, 2012-07-29T16:50:59.000, 2); [2012-07-29T16:50:59.000, 2012-07-30T19:13:01.000, 3); [2012-07-30T19:13:01.000, 2015-03-18T20:53:34.000, 4); [2015-03-18T20:53:34.000, 2015-04-25T16:50:08.000, 3); [2015-04-25T16:50:08.000, 2015-04-25T16:50:59.000, 2); [2015-04-25T16:50:59.000, 2015-04-26T19:13:01.000, 1]>",,,,,,
"511","454","<[2012-06-20T22:17:17.000, 2012-09-24T22:41:18.000, 1); [2012-09-24T22:41:18.000, 2015-03-17T21:17:17.000, 2); [2015-03-17T21:17:17.000, 2015-06-21T22:41:18.000, 1]>",,,,,,
"64","867","<[2012-06-06T21:44:00.000, 2012-06-07T15:43:00.000, 1); [2012-06-07T15:43:00.000, 2012-06-09T04:56:14.000, 2); [2012-06-09T04:56:14.000, 2012-06-10T13:45:22.000, 3); [2012-06-10T13:45:22.000, 2012-06-12T00:17:49.000, 4); [2012-06-12T00:17:49.000, 2012-07-09T21:06:54.000, 5); [2012-07-09T21:06:54.000, 2015-03-03T20:44:00.000, 6); [2015-03-03T20:44:00.000, 2015-03-04T14:43:00.000, 5); [2015-03-04T14:43:00.000, 2015-03-06T03:56:14.000, 4); [2015-03-06T03:56:14.000, 2015-03-07T12:45:22.000, 3); [2015-03-07T12:45:22.000, 2015-03-08T23:17:49.000, 2); [2015-03-08T23:17:49.000, 2015-04-05T21:06:54.000, 1]>",,,,,,
"441","700","<[2012-05-10T09:50:15.000, 2015-02-04T08:50:15.000, 1]>",,,,,,
"10","239","<[2012-05-08T18:36:01.000, 2015-02-02T17:36:01.000, 1]>",,,,,,
"763","64","<[2012-04-27T19:03:18.000, 2015-01-22T18:03:18.000, 1]>",,,,,,
"454","8","<[2012-02-15T17:48:26.000, 2014-11-11T17:48:26.000, 1]>",,,,,,
"203","4","<[2011-11-25T20:34:13.000, 2011-12-05T13:05:30.000, 1); [2011-12-05T13:05:30.000, 2012-01-18T20:02:03.000, 2); [2012-01-18T20:02:03.000, 2012-01-19T18:00:07.000, 3); [2012-01-19T18:00:07.000, 2014-08-21T21:34:13.000, 4); [2014-08-21T21:34:13.000, 2014-08-31T14:05:30.000, 3); [2014-08-31T14:05:30.000, 2014-10-14T21:02:03.000, 2); [2014-10-14T21:02:03.000, 2014-10-15T19:00:07.000, 1]>",,,,,,
"262","1299","<[2012-10-11T20:10:54.000, 2012-11-15T15:57:07.000, 1); [2012-11-15T15:57:07.000, 2012-11-15T20:39:16.000, 2); [2012-11-15T20:39:16.000, 2012-11-15T23:11:52.000, 3); [2012-11-15T23:11:52.000, 2015-07-08T20:10:54.000, 4); [2015-07-08T20:10:54.000, 2015-08-12T16:57:07.000, 3); [2015-08-12T16:57:07.000, 2015-08-12T21:39:16.000, 2); [2015-08-12T21:39:16.000, 2015-08-13T00:11:52.000, 1]>",,,,,,
"857","266","<[2012-10-05T19:41:14.000, 2015-07-02T19:41:14.000, 1]>",,,,,,
"647","537","<[2012-07-02T12:58:48.000, 2015-03-29T12:58:48.000, 1]>",,,,,,
"5","795","<[2012-05-12T19:00:06.000, 2015-02-06T18:00:06.000, 1]>",,,,,,
"4","575","<[2012-05-01T23:37:17.000, 2012-05-02T12:35:50.000, 1); [2012-05-02T12:35:50.000, 2012-05-02T14:59:26.000, 2); [2012-05-02T14:59:26.000, 2012-05-02T22:21:55.000, 3); [2012-05-02T22:21:55.000, 2012-05-06T16:16:56.000, 4); [2012-05-06T16:16:56.000, 2015-01-26T22:37:17.000, 5); [2015-01-26T22:37:17.000, 2015-01-27T11:35:50.000, 4); [2015-01-27T11:35:50.000, 2015-01-27T13:59:26.000, 3); [2015-01-27T13:59:26.000, 2015-01-27T21:21:55.000, 2); [2015-01-27T21:21:55.000, 2015-01-31T15:16:56.000, 1]>",,,,,,
"64","788","<[2012-04-27T21:32:04.000, 2015-01-22T20:32:04.000, 1]>",,,,,,
"683","468","<[2012-04-18T18:49:11.000, 2012-04-19T01:34:58.000, 1); [2012-04-19T01:34:58.000, 2015-01-13T17:49:11.000, 2); [2015-01-13T17:49:11.000, 2015-01-14T00:34:58.000, 1]>",,,,,,
"8","57","<[2012-04-04T10:22:59.000, 2014-12-30T09:22:59.000, 1]>",,,,,,
"4","326","<[2012-01-03T22:52:30.000, 2012-01-10T11:10:37.000, 1); [2012-01-10T11:10:37.000, 2012-01-11T00:48:32.000, 2); [2012-01-11T00:48:32.000, 2012-03-04T13:18:08.000, 3); [2012-03-04T13:18:08.000, 2012-03-05T16:36:45.000, 4); [2012-03-05T16:36:45.000, 2014-09-29T23:52:30.000, 5); [2014-09-29T23:52:30.000, 2014-10-06T12:10:37.000, 4); [2014-10-06T12:10:37.000, 2014-10-07T01:48:32.000, 3); [2014-10-07T01:48:32.000, 2014-11-29T13:18:08.000, 2); [2014-11-29T13:18:08.000, 2014-11-30T16:36:45.000, 1]>",,,,,,
"474","209","<[2012-03-05T16:22:27.000, 2014-11-30T16:22:27.000, 1]>",,,,,,
"468","101","<[2012-04-07T15:49:11.000, 2012-04-14T02:23:15.000, 1); [2012-04-14T02:23:15.000, 2015-01-02T14:49:11.000, 2); [2015-01-02T14:49:11.000, 2015-01-09T01:23:15.000, 1]>",,,,,,
"262","683","<[2012-11-15T03:22:58.000, 2012-11-15T04:09:21.000, 1); [2012-11-15T04:09:21.000, 2012-11-15T04:33:08.000, 2); [2012-11-15T04:33:08.000, 2012-11-15T14:44:52.000, 3); [2012-11-15T14:44:52.000, 2012-11-15T16:09:09.000, 4); [2012-11-15T16:09:09.000, 2012-11-15T20:47:06.000, 5); [2012-11-15T20:47:06.000, 2012-11-15T21:03:15.000, 6); [2012-11-15T21:03:15.000, 2012-11-15T22:34:07.000, 7); [2012-11-15T22:34:07.000, 2012-11-15T23:02:16.000, 8); [2012-11-15T23:02:16.000, 2012-11-15T23:28:31.000, 9); [2012-11-15T23:28:31.000, 2012-11-21T17:07:09.000, 10); [2012-11-21T17:07:09.000, 2015-08-12T04:22:58.000, 11); [2015-08-12T04:22:58.000, 2015-08-12T05:09:21.000, 10); [2015-08-12T05:09:21.000, 2015-08-12T05:33:08.000, 9); [2015-08-12T05:33:08.000, 2015-08-12T15:44:52.000, 8); [2015-08-12T15:44:52.000, 2015-08-12T17:09:09.000, 7); [2015-08-12T17:09:09.000, 2015-08-12T21:47:06.000, 6); [2015-08-12T21:47:06.000, 2015-08-12T22:03:15.000, 5); [2015-08-12T22:03:15.000, 2015-08-12T23:34:07.000, 4); [2015-08-12T23:34:07.000, 2015-08-13T00:02:16.000, 3); [2015-08-13T00:02:16.000, 2015-08-13T00:28:31.000, 2); [2015-08-13T00:28:31.000, 2015-08-18T18:07:09.000, 1]>",,,,,,
"468","1024","<[2012-06-12T16:12:37.000, 2015-03-09T15:12:37.000, 1]>",,,,,,
"4","876","<[2012-05-19T14:41:21.000, 2015-02-13T13:41:21.000, 1]>",,,,,,
"290","290","<[2012-05-13T17:00:10.000, 2015-02-07T16:00:10.000, 1]>",,,,,,
"44","186","<[2012-03-12T18:55:01.000, 2014-12-07T18:55:01.000, 1]>",,,,,,
"9","60","<[2011-10-18T19:09:36.000, 2014-07-14T19:09:36.000, 1]>",,,,,,
"704","64","<[2012-04-13T06:20:32.000, 2012-04-18T08:27:58.000, 1); [2012-04-18T08:27:58.000, 2015-01-08T05:20:32.000, 2); [2015-01-08T05:20:32.000, 2015-01-13T07:27:58.000, 1]>",,,,,,
"965","823","<[2012-11-03T09:09:30.000, 2015-07-31T10:09:30.000, 1]>",,,,,,
"10","468","<[2012-04-18T23:26:25.000, 2012-04-25T19:29:54.000, 1); [2012-04-25T19:29:54.000, 2012-05-14T12:00:00.000, 2); [2012-05-14T12:00:00.000, 2012-06-24T22:53:49.000, 3); [2012-06-24T22:53:49.000, 2015-01-13T22:26:25.000, 4); [2015-01-13T22:26:25.000, 2015-01-20T18:29:54.000, 3); [2015-01-20T18:29:54.000, 2015-02-08T11:00:00.000, 2); [2015-02-08T11:00:00.000, 2015-03-21T21:53:49.000, 1]>",,,,,,
"8","4","<[2011-11-23T10:40:31.000, 2011-12-13T21:06:33.000, 1); [2011-12-13T21:06:33.000, 2012-02-03T16:30:43.000, 2); [2012-02-03T16:30:43.000, 2012-02-06T17:20:56.000, 3); [2012-02-06T17:20:56.000, 2012-02-12T19:56:54.000, 4); [2012-02-12T19:56:54.000, 2012-04-09T14:49:09.000, 5); [2012-04-09T14:49:09.000, 2012-06-18T10:39:21.000, 6); [2012-06-18T10:39:21.000, 2012-06-27T00:44:52.000, 7); [2012-06-27T00:44:52.000, 2012-06-28T10:40:36.000, 8); [2012-06-28T10:40:36.000, 2012-08-07T10:49:59.000, 9); [2012-08-07T10:49:59.000, 2012-08-07T15:51:08.000, 10); [2012-08-07T15:51:08.000, 2012-08-21T09:49:17.000, 11); [2012-08-21T09:49:17.000, 2012-10-15T11:11:35.000, 12); [2012-10-15T11:11:35.000, 2014-08-19T11:40:31.000, 13); [2014-08-19T11:40:31.000, 2014-09-08T22:06:33.000, 12); [2014-09-08T22:06:33.000, 2014-10-30T16:30:43.000, 11); [2014-10-30T16:30:43.000, 2014-11-02T17:20:56.000, 10); [2014-11-02T17:20:56.000, 2014-11-08T19:56:54.000, 9); [2014-11-08T19:56:54.000, 2015-01-04T13:49:09.000, 8); [2015-01-04T13:49:09.000, 2015-03-15T09:39:21.000, 7); [2015-03-15T09:39:21.000, 2015-03-23T23:44:52.000, 6); [2015-03-23T23:44:52.000, 2015-03-25T09:40:36.000, 5); [2015-03-25T09:40:36.000, 2015-05-04T10:49:59.000, 4); [2015-05-04T10:49:59.000, 2015-05-04T15:51:08.000, 3); [2015-05-04T15:51:08.000, 2015-05-18T09:49:17.000, 2); [2015-05-18T09:49:17.000, 2015-07-12T11:11:35.000, 1]>",,,,,,
"441","439","<[2012-03-07T18:48:59.000, 2014-12-02T18:48:59.000, 1]>",,,,,,
"10","818","<[2012-05-04T16:32:00.000, 2015-01-29T15:32:00.000, 1]>",,,,,,
"262","209","<[2012-02-28T16:09:48.000, 2014-11-24T16:09:48.000, 1]>",,,,,,
"474","207","<[2012-04-30T19:07:01.000, 2015-01-25T18:07:01.000, 1]>",,,,,,
"965","1239","<[2012-09-09T09:22:59.000, 2015-06-06T09:22:59.000, 1]>",,,,,,
"4","848","<[2012-05-12T20:27:10.000, 2015-02-06T19:27:10.000, 1]>",,,,,,
"820","4","<[2012-05-05T08:53:55.000, 2012-06-10T08:31:41.000, 1); [2012-06-10T08:31:41.000, 2012-06-10T10:32:27.000, 2); [2012-06-10T10:32:27.000, 2012-06-10T10:41:51.000, 3); [2012-06-10T10:41:51.000, 2012-06-10T10:57:06.000, 4); [2012-06-10T10:57:06.000, 2015-01-30T07:53:55.000, 5); [2015-01-30T07:53:55.000, 2015-03-07T07:31:41.000, 4); [2015-03-07T07:31:41.000, 2015-03-07T09:32:27.000, 3); [2015-03-07T09:32:27.000, 2015-03-07T09:41:51.000, 2); [2015-03-07T09:41:51.000, 2015-03-07T09:57:06.000, 1]>",,,,,,
"5","205","<[2012-03-06T15:58:02.000, 2014-12-01T15:58:02.000, 1]>",,,,,,
"474","412","<[2012-02-26T19:38:00.000, 2012-03-02T16:28:42.000, 1); [2012-03-02T16:28:42.000, 2012-03-04T20:30:23.000, 2); [2012-03-04T20:30:23.000, 2012-03-04T20:48:37.000, 3); [2012-03-04T20:48:37.000, 2012-03-20T22:30:12.000, 4); [2012-03-20T22:30:12.000, 2014-11-22T19:38:00.000, 5); [2014-11-22T19:38:00.000, 2014-11-27T16:28:42.000, 4); [2014-11-27T16:28:42.000, 2014-11-29T20:30:23.000, 3); [2014-11-29T20:30:23.000, 2014-11-29T20:48:37.000, 2); [2014-11-29T20:48:37.000, 2014-12-15T22:30:12.000, 1]>",,,,,,
"1299","1299","<[2012-10-12T13:41:22.000, 2012-11-09T05:45:12.000, 1); [2012-11-09T05:45:12.000, 2012-11-13T09:53:58.000, 2); [2012-11-13T09:53:58.000, 2015-07-09T13:41:22.000, 3); [2015-07-09T13:41:22.000, 2015-08-06T06:45:12.000, 2); [2015-08-06T06:45:12.000, 2015-08-10T10:53:58.000, 1]>",,,,,,
"647","11","<[2012-07-24T10:55:45.000, 2015-04-20T10:55:45.000, 1]>",,,,,,
"812","100","<[2012-06-19T15:03:28.000, 2015-03-16T14:03:28.000, 1]>",,,,,,
"674","674","<[2012-05-02T16:41:43.000, 2015-01-27T15:41:43.000, 1]>",,,,,,
"10","710","<[2012-04-20T10:01:14.000, 2015-01-15T09:01:14.000, 1]>",,,,,,
"10","720","<[2012-09-27T10:04:00.000, 2015-06-24T10:04:00.000, 1]>",,,,,,
"664","683","<[2012-04-21T13:05:00.000, 2012-04-27T00:47:57.000, 1); [2012-04-27T00:47:57.000, 2015-01-16T12:05:00.000, 2); [2015-01-16T12:05:00.000, 2015-01-21T23:47:57.000, 1]>",,,,,,
"825","664","<[2012-05-18T01:50:56.000, 2012-05-24T00:36:42.000, 1); [2012-05-24T00:36:42.000, 2015-02-12T00:50:56.000, 2); [2015-02-12T00:50:56.000, 2015-02-17T23:36:42.000, 1]>",,,,,,
"321","5","<[2011-12-16T16:27:35.000, 2011-12-16T16:36:47.000, 1); [2011-12-16T16:36:47.000, 2011-12-16T16:38:14.000, 2); [2011-12-16T16:38:14.000, 2014-09-11T17:27:35.000, 3); [2014-09-11T17:27:35.000, 2014-09-11T17:36:47.000, 2); [2014-09-11T17:36:47.000, 2014-09-11T17:38:14.000, 1]>",,,,,,
"239","69","<[2011-12-05T21:44:01.000, 2014-08-31T22:44:01.000, 1]>",,,,,,
"92","8","<[2011-11-15T12:43:42.000, 2014-08-11T13:43:42.000, 1]>",,,,,,
"11","988","<[2012-07-21T00:30:31.000, 2015-04-17T00:30:31.000, 1]>",,,,,,
"64","778","<[2012-05-09T18:50:23.000, 2012-05-31T19:58:32.000, 1); [2012-05-31T19:58:32.000, 2015-02-03T17:50:23.000, 2); [2015-02-03T17:50:23.000, 2015-02-25T18:58:32.000, 1]>",,,,,,
"824","5","<[2012-05-29T15:27:38.000, 2015-02-23T14:27:38.000, 1]>",,,,,,
"4","807","<[2012-05-02T14:03:09.000, 2015-01-27T13:03:09.000, 1]>",,,,,,
"575","683","<[2012-05-02T23:52:08.000, 2012-05-02T23:53:00.000, 1); [2012-05-02T23:53:00.000, 2012-05-03T00:40:29.000, 2); [2012-05-03T00:40:29.000, 2012-05-06T15:53:23.000, 3); [2012-05-06T15:53:23.000, 2015-01-27T22:52:08.000, 4); [2015-01-27T22:52:08.000, 2015-01-27T22:53:00.000, 3); [2015-01-27T22:53:00.000, 2015-01-27T23:40:29.000, 2); [2015-01-27T23:40:29.000, 2015-01-31T14:53:23.000, 1]>",,,,,,
"369","39","<[2012-02-27T14:25:43.000, 2014-11-23T14:25:43.000, 1]>",,,,,,
"4","843","<[2012-05-16T18:23:25.000, 2015-02-10T17:23:25.000, 1]>",,,,,,
"92","10","<[2012-03-30T19:37:58.000, 2012-09-19T13:28:44.000, 1); [2012-09-19T13:28:44.000, 2012-10-01T09:45:35.000, 2); [2012-10-01T09:45:35.000, 2014-12-25T18:37:58.000, 3); [2014-12-25T18:37:58.000, 2015-06-16T13:28:44.000, 2); [2015-06-16T13:28:44.000, 2015-06-28T09:45:35.000, 1]>",,,,,,
