Source,Target,Weight,Mission Report Id,Mission Report Title,Mission Brief Id,Mission Brief Title,Campaign Id,Campaign Title
"10","439","<[2012-02-14T12:30:04.000, 2014-11-10T12:30:04.000, 1]>",,,,,,
"44","9","<[2012-02-24T16:03:03.000, 2012-02-29T19:25:39.000, 1); [2012-02-29T19:25:39.000, 2012-03-12T19:32:42.000, 2); [2012-03-12T19:32:42.000, 2014-11-20T16:03:03.000, 3); [2014-11-20T16:03:03.000, 2014-11-25T19:25:39.000, 2); [2014-11-25T19:25:39.000, 2014-12-07T19:32:42.000, 1]>",,,,,,
"676","663","<[2012-04-04T13:18:31.000, 2012-04-08T11:41:27.000, 1); [2012-04-08T11:41:27.000, 2014-12-30T12:18:31.000, 2); [2014-12-30T12:18:31.000, 2015-01-03T10:41:27.000, 1]>",,,,,,
"1254","4","<[2012-09-19T14:06:02.000, 2015-06-16T14:06:02.000, 1]>",,,,,,
"812","266","<[2012-07-01T10:37:16.000, 2015-03-28T09:37:16.000, 1]>",,,,,,
"69","454","<[2012-07-12T00:21:06.000, 2012-09-24T14:09:26.000, 1); [2012-09-24T14:09:26.000, 2012-09-26T01:26:16.000, 2); [2012-09-26T01:26:16.000, 2015-04-08T00:21:06.000, 3); [2015-04-08T00:21:06.000, 2015-06-21T14:09:26.000, 2); [2015-06-21T14:09:26.000, 2015-06-23T01:26:16.000, 1]>",,,,,,
"823","4","<[2012-05-09T16:19:00.000, 2015-02-03T15:19:00.000, 1]>",,,,,,
"932","683","<[2012-05-30T12:01:57.000, 2012-07-18T23:18:21.000, 1); [2012-07-18T23:18:21.000, 2012-07-19T15:18:26.000, 2); [2012-07-19T15:18:26.000, 2012-11-24T23:02:27.000, 3); [2012-11-24T23:02:27.000, 2012-11-25T02:57:55.000, 4); [2012-11-25T02:57:55.000, 2012-11-29T01:19:48.000, 5); [2012-11-29T01:19:48.000, 2012-11-29T16:45:34.000, 6); [2012-11-29T16:45:34.000, 2012-12-01T12:48:33.000, 7); [2012-12-01T12:48:33.000, 2015-02-24T11:01:57.000, 8); [2015-02-24T11:01:57.000, 2015-04-14T23:18:21.000, 7); [2015-04-14T23:18:21.000, 2015-04-15T15:18:26.000, 6); [2015-04-15T15:18:26.000, 2015-08-22T00:02:27.000, 5); [2015-08-22T00:02:27.000, 2015-08-22T03:57:55.000, 4); [2015-08-22T03:57:55.000, 2015-08-26T02:19:48.000, 3); [2015-08-26T02:19:48.000, 2015-08-26T17:45:34.000, 2); [2015-08-26T17:45:34.000, 2015-08-28T13:48:33.000, 1]>",,,,,,
"683","683","<[2012-04-26T21:06:04.000, 2012-05-05T02:17:48.000, 1); [2012-05-05T02:17:48.000, 2012-11-21T12:56:00.000, 2); [2012-11-21T12:56:00.000, 2012-11-23T01:06:02.000, 3); [2012-11-23T01:06:02.000, 2012-11-24T21:26:41.000, 4); [2012-11-24T21:26:41.000, 2012-11-27T01:19:00.000, 5); [2012-11-27T01:19:00.000, 2015-01-21T20:06:04.000, 6); [2015-01-21T20:06:04.000, 2015-01-30T01:17:48.000, 5); [2015-01-30T01:17:48.000, 2015-08-18T13:56:00.000, 4); [2015-08-18T13:56:00.000, 2015-08-20T02:06:02.000, 3); [2015-08-20T02:06:02.000, 2015-08-21T22:26:41.000, 2); [2015-08-21T22:26:41.000, 2015-08-24T02:19:00.000, 1]>",,,,,,
"521","468","<[2012-05-04T08:56:27.000, 2012-05-13T10:16:55.000, 1); [2012-05-13T10:16:55.000, 2015-01-29T07:56:27.000, 2); [2015-01-29T07:56:27.000, 2015-02-07T09:16:55.000, 1]>",,,,,,
"554","76","<[2012-03-07T16:38:28.000, 2012-03-07T16:39:06.000, 1); [2012-03-07T16:39:06.000, 2012-03-08T11:03:57.000, 2); [2012-03-08T11:03:57.000, 2012-03-09T09:16:51.000, 3); [2012-03-09T09:16:51.000, 2014-12-02T16:38:28.000, 4); [2014-12-02T16:38:28.000, 2014-12-02T16:39:06.000, 3); [2014-12-02T16:39:06.000, 2014-12-03T11:03:57.000, 2); [2014-12-03T11:03:57.000, 2014-12-04T09:16:51.000, 1]>",,,,,,
"64","262","<[2012-02-28T18:21:00.000, 2014-11-24T18:21:00.000, 1]>",,,,,,
"69","1299","<[2012-10-11T19:25:17.000, 2015-07-08T19:25:17.000, 1]>",,,,,,
"8","1299","<[2012-10-11T12:32:14.000, 2012-10-12T16:52:40.000, 1); [2012-10-12T16:52:40.000, 2012-10-22T10:53:49.000, 2); [2012-10-22T10:53:49.000, 2012-10-25T17:11:17.000, 3); [2012-10-25T17:11:17.000, 2012-10-26T12:31:22.000, 4); [2012-10-26T12:31:22.000, 2012-11-01T13:14:10.000, 5); [2012-11-01T13:14:10.000, 2012-11-04T12:57:50.000, 6); [2012-11-04T12:57:50.000, 2012-11-13T13:52:00.000, 7); [2012-11-13T13:52:00.000, 2012-11-14T14:46:47.000, 8); [2012-11-14T14:46:47.000, 2015-07-08T12:32:14.000, 9); [2015-07-08T12:32:14.000, 2015-07-09T16:52:40.000, 8); [2015-07-09T16:52:40.000, 2015-07-19T10:53:49.000, 7); [2015-07-19T10:53:49.000, 2015-07-22T17:11:17.000, 6); [2015-07-22T17:11:17.000, 2015-07-23T12:31:22.000, 5); [2015-07-23T12:31:22.000, 2015-07-29T14:14:10.000, 4); [2015-07-29T14:14:10.000, 2015-08-01T13:57:50.000, 3); [2015-08-01T13:57:50.000, 2015-08-10T14:52:00.000, 2); [2015-08-10T14:52:00.000, 2015-08-11T15:46:47.000, 1]>",,,,,,
"10","974","<[2012-08-24T11:43:00.000, 2015-05-21T11:43:00.000, 1]>",,,,,,
"4","1187","<[2012-08-04T23:38:43.000, 2012-10-23T15:28:12.000, 1); [2012-10-23T15:28:12.000, 2015-05-01T23:38:43.000, 2); [2015-05-01T23:38:43.000, 2015-07-20T15:28:12.000, 1]>",,,,,,
"133","64","<[2011-11-22T17:08:09.000, 2014-08-18T18:08:09.000, 1]>",,,,,,
"8","536","<[2012-02-29T23:53:33.000, 2012-03-08T20:17:19.000, 1); [2012-03-08T20:17:19.000, 2012-04-12T10:28:50.000, 2); [2012-04-12T10:28:50.000, 2012-04-12T10:53:32.000, 3); [2012-04-12T10:53:32.000, 2014-11-25T23:53:33.000, 4); [2014-11-25T23:53:33.000, 2014-12-03T20:17:19.000, 3); [2014-12-03T20:17:19.000, 2015-01-07T09:28:50.000, 2); [2015-01-07T09:28:50.000, 2015-01-07T09:53:32.000, 1]>",,,,,,
"468","384","<[2012-05-06T19:10:00.000, 2015-01-31T18:10:00.000, 1]>",,,,,,
"8","890","<[2012-06-28T17:21:21.000, 2012-06-28T17:23:47.000, 1); [2012-06-28T17:23:47.000, 2015-03-25T16:21:21.000, 2); [2015-03-25T16:21:21.000, 2015-03-25T16:23:47.000, 1]>",,,,,,
"468","796","<[2012-05-17T22:35:42.000, 2015-02-11T21:35:42.000, 1]>",,,,,,
"10","360","<[2012-01-11T00:06:46.000, 2012-01-11T11:08:17.000, 1); [2012-01-11T11:08:17.000, 2014-10-07T01:06:46.000, 2); [2014-10-07T01:06:46.000, 2014-10-07T12:08:17.000, 1]>",,,,,,
"524","5","<[2012-02-16T17:23:33.000, 2014-11-12T17:23:33.000, 1]>",,,,,,
"4","754","<[2012-06-11T11:46:53.000, 2015-03-08T10:46:53.000, 1]>",,,,,,
"611","8","<[2012-05-29T11:05:47.000, 2015-02-23T10:05:47.000, 1]>",,,,,,
"4","750","<[2012-05-15T23:30:03.000, 2015-02-09T22:30:03.000, 1]>",,,,,,
"439","8","<[2012-01-29T15:12:49.000, 2012-09-11T17:31:51.000, 1); [2012-09-11T17:31:51.000, 2014-10-25T16:12:49.000, 2); [2014-10-25T16:12:49.000, 2015-06-08T17:31:51.000, 1]>",,,,,,
"10","678","<[2012-04-04T16:47:34.000, 2012-07-20T13:49:02.000, 1); [2012-07-20T13:49:02.000, 2014-12-30T15:47:34.000, 2); [2014-12-30T15:47:34.000, 2015-04-16T13:49:02.000, 1]>",,,,,,
"4","195","<[2011-11-22T18:47:58.000, 2014-08-18T19:47:58.000, 1]>",,,,,,
"64","655","<[2012-06-11T05:23:23.000, 2015-03-08T04:23:23.000, 1]>",,,,,,
"8","875","<[2012-06-10T23:08:52.000, 2015-03-07T22:08:52.000, 1]>",,,,,,
"4","890","<[2012-05-23T11:37:55.000, 2012-05-23T13:52:16.000, 1); [2012-05-23T13:52:16.000, 2012-05-26T09:49:36.000, 2); [2012-05-26T09:49:36.000, 2012-05-30T21:15:00.000, 3); [2012-05-30T21:15:00.000, 2015-02-17T10:37:55.000, 4); [2015-02-17T10:37:55.000, 2015-02-17T12:52:16.000, 3); [2015-02-17T12:52:16.000, 2015-02-20T08:49:36.000, 2); [2015-02-20T08:49:36.000, 2015-02-24T20:15:00.000, 1]>",,,,,,
"64","95","<[2011-12-13T00:04:49.000, 2012-03-29T17:48:00.000, 1); [2012-03-29T17:48:00.000, 2014-09-08T01:04:49.000, 2); [2014-09-08T01:04:49.000, 2014-12-24T16:48:00.000, 1]>",,,,,,
"704","468","<[2012-04-10T09:48:50.000, 2015-01-05T08:48:50.000, 1]>",,,,,,
"9","195","<[2011-11-22T18:31:00.000, 2011-11-22T18:51:01.000, 1); [2011-11-22T18:51:01.000, 2014-08-18T19:31:00.000, 2); [2014-08-18T19:31:00.000, 2014-08-18T19:51:01.000, 1]>",,,,,,
"716","10","<[2012-04-17T13:51:22.000, 2012-04-18T12:18:14.000, 1); [2012-04-18T12:18:14.000, 2012-04-19T09:41:53.000, 2); [2012-04-19T09:41:53.000, 2015-01-12T12:51:22.000, 3); [2015-01-12T12:51:22.000, 2015-01-13T11:18:14.000, 2); [2015-01-13T11:18:14.000, 2015-01-14T08:41:53.000, 1]>",,,,,,
"812","935","<[2012-07-13T14:45:44.000, 2015-04-09T14:45:44.000, 1]>",,,,,,
"4","1121","<[2012-07-04T13:07:43.000, 2015-03-31T13:07:43.000, 1]>",,,,,,
"1137","4","<[2012-07-16T19:18:26.000, 2015-04-12T19:18:26.000, 1]>",,,,,,
"4","798","<[2012-05-02T15:05:32.000, 2012-05-05T10:54:54.000, 1); [2012-05-05T10:54:54.000, 2015-01-27T14:05:32.000, 2); [2015-01-27T14:05:32.000, 2015-01-30T09:54:54.000, 1]>",,,,,,
"684","536","<[2012-04-06T14:09:57.000, 2015-01-01T13:09:57.000, 1]>",,,,,,
"412","266","<[2012-02-09T10:49:51.000, 2014-11-05T10:49:51.000, 1]>",,,,,,
"52","8","<[2011-10-17T22:17:25.000, 2014-07-13T22:17:25.000, 1]>",,,,,,
"41","4","<[2011-10-19T11:26:40.000, 2014-07-15T11:26:40.000, 1]>",,,,,,
"266","82","<[2012-07-20T17:06:02.000, 2015-04-16T17:06:02.000, 1]>",,,,,,
"262","11","<[2012-06-27T03:50:16.000, 2015-03-24T02:50:16.000, 1]>",,,,,,
"425","820","<[2012-07-20T23:14:19.000, 2015-04-16T23:14:19.000, 1]>",,,,,,
"10","867","<[2012-06-06T19:35:07.000, 2015-03-03T18:35:07.000, 1]>",,,,,,
"468","848","<[2012-05-13T19:16:22.000, 2015-02-07T18:16:22.000, 1]>",,,,,,
"836","824","<[2012-06-21T17:37:49.000, 2015-03-18T16:37:49.000, 1]>",,,,,,
"710","536","<[2012-05-20T18:56:00.000, 2015-02-14T17:56:00.000, 1]>",,,,,,
"44","101","<[2012-03-12T23:45:18.000, 2014-12-07T23:45:18.000, 1]>",,,,,,
"44","290","<[2012-03-11T14:47:45.000, 2014-12-06T14:47:45.000, 1]>",,,,,,
"540","674","<[2012-04-21T11:46:25.000, 2012-04-22T22:53:46.000, 1); [2012-04-22T22:53:46.000, 2015-01-16T10:46:25.000, 2); [2015-01-16T10:46:25.000, 2015-01-17T21:53:46.000, 1]>",,,,,,
"262","262","<[2012-11-15T03:31:58.000, 2012-11-15T03:40:49.000, 1); [2012-11-15T03:40:49.000, 2015-08-12T04:31:58.000, 2); [2015-08-12T04:31:58.000, 2015-08-12T04:40:49.000, 1]>",,,,,,
"1299","10","<[2012-10-26T16:31:01.000, 2012-10-31T19:07:01.000, 1); [2012-10-31T19:07:01.000, 2012-11-14T14:21:07.000, 2); [2012-11-14T14:21:07.000, 2015-07-23T16:31:01.000, 3); [2015-07-23T16:31:01.000, 2015-07-28T20:07:01.000, 2); [2015-07-28T20:07:01.000, 2015-08-11T15:21:07.000, 1]>",,,,,,
"857","537","<[2012-06-25T14:37:37.000, 2012-06-29T01:01:08.000, 1); [2012-06-29T01:01:08.000, 2012-06-30T20:47:28.000, 2); [2012-06-30T20:47:28.000, 2012-07-20T10:55:28.000, 3); [2012-07-20T10:55:28.000, 2012-07-20T11:49:07.000, 4); [2012-07-20T11:49:07.000, 2015-03-22T13:37:37.000, 5); [2015-03-22T13:37:37.000, 2015-03-26T00:01:08.000, 4); [2015-03-26T00:01:08.000, 2015-03-27T19:47:28.000, 3); [2015-03-27T19:47:28.000, 2015-04-16T10:55:28.000, 2); [2015-04-16T10:55:28.000, 2015-04-16T11:49:07.000, 1]>",,,,,,
"468","844","<[2012-06-10T19:45:51.000, 2015-03-07T18:45:51.000, 1]>",,,,,,
"346","233","<[2012-01-09T00:47:44.000, 2012-01-10T00:56:04.000, 1); [2012-01-10T00:56:04.000, 2012-01-10T01:57:24.000, 2); [2012-01-10T01:57:24.000, 2012-01-30T12:31:57.000, 3); [2012-01-30T12:31:57.000, 2014-10-05T01:47:44.000, 4); [2014-10-05T01:47:44.000, 2014-10-06T01:56:04.000, 3); [2014-10-06T01:56:04.000, 2014-10-06T02:57:24.000, 2); [2014-10-06T02:57:24.000, 2014-10-26T12:31:57.000, 1]>",,,,,,
"468","700","<[2012-04-13T17:23:04.000, 2012-05-09T23:45:40.000, 1); [2012-05-09T23:45:40.000, 2015-01-08T16:23:04.000, 2); [2015-01-08T16:23:04.000, 2015-02-03T22:45:40.000, 1]>",,,,,,
"716","8","<[2012-04-16T10:00:03.000, 2012-04-18T12:48:36.000, 1); [2012-04-18T12:48:36.000, 2012-07-16T19:05:09.000, 2); [2012-07-16T19:05:09.000, 2015-01-11T09:00:03.000, 3); [2015-01-11T09:00:03.000, 2015-01-13T11:48:36.000, 2); [2015-01-13T11:48:36.000, 2015-04-12T19:05:09.000, 1]>",,,,,,
"965","678","<[2012-07-20T15:04:44.000, 2012-08-02T20:45:58.000, 1); [2012-08-02T20:45:58.000, 2015-04-16T15:04:44.000, 2); [2015-04-16T15:04:44.000, 2015-04-29T20:45:58.000, 1]>",,,,,,
"763","782","<[2012-04-27T19:09:40.000, 2015-01-22T18:09:40.000, 1]>",,,,,,
"10","676","<[2012-04-12T17:12:50.000, 2015-01-07T16:12:50.000, 1]>",,,,,,
"1289","311","<[2012-10-08T13:48:57.000, 2015-07-05T13:48:57.000, 1]>",,,,,,
"4","360","<[2012-01-06T12:42:34.000, 2014-10-02T13:42:34.000, 1]>",,,,,,
"540","5","<[2012-05-14T11:46:27.000, 2015-02-08T10:46:27.000, 1]>",,,,,,
"782","207","<[2012-04-29T15:27:11.000, 2012-05-03T19:52:09.000, 1); [2012-05-03T19:52:09.000, 2012-05-26T14:35:27.000, 2); [2012-05-26T14:35:27.000, 2015-01-24T14:27:11.000, 3); [2015-01-24T14:27:11.000, 2015-01-28T18:52:09.000, 2); [2015-01-28T18:52:09.000, 2015-02-20T13:35:27.000, 1]>",,,,,,
"8","678","<[2012-04-25T10:13:28.000, 2012-07-20T14:41:58.000, 1); [2012-07-20T14:41:58.000, 2012-08-14T19:15:36.000, 2); [2012-08-14T19:15:36.000, 2015-01-20T09:13:28.000, 3); [2015-01-20T09:13:28.000, 2015-04-16T14:41:58.000, 2); [2015-04-16T14:41:58.000, 2015-05-11T19:15:36.000, 1]>",,,,,,
"1299","8","<[2012-10-12T11:32:07.000, 2012-10-23T21:34:43.000, 1); [2012-10-23T21:34:43.000, 2012-10-26T11:33:10.000, 2); [2012-10-26T11:33:10.000, 2012-11-01T14:25:23.000, 3); [2012-11-01T14:25:23.000, 2012-11-04T15:53:34.000, 4); [2012-11-04T15:53:34.000, 2012-11-14T15:27:46.000, 5); [2012-11-14T15:27:46.000, 2015-07-09T11:32:07.000, 6); [2015-07-09T11:32:07.000, 2015-07-20T21:34:43.000, 5); [2015-07-20T21:34:43.000, 2015-07-23T11:33:10.000, 4); [2015-07-23T11:33:10.000, 2015-07-29T15:25:23.000, 3); [2015-07-29T15:25:23.000, 2015-08-01T16:53:34.000, 2); [2015-08-01T16:53:34.000, 2015-08-11T16:27:46.000, 1]>",,,,,,
"1137","82","<[2012-07-29T14:48:41.000, 2012-07-29T18:23:25.000, 1); [2012-07-29T18:23:25.000, 2015-04-25T14:48:41.000, 2); [2015-04-25T14:48:41.000, 2015-04-25T18:23:25.000, 1]>",,,,,,
"825","841","<[2012-05-11T00:26:38.000, 2015-02-04T23:26:38.000, 1]>",,,,,,
"4","820","<[2012-05-05T01:24:21.000, 2012-05-05T09:58:34.000, 1); [2012-05-05T09:58:34.000, 2012-05-09T23:37:29.000, 2); [2012-05-09T23:37:29.000, 2012-06-09T10:21:19.000, 3); [2012-06-09T10:21:19.000, 2012-06-09T23:46:46.000, 4); [2012-06-09T23:46:46.000, 2012-06-10T09:51:57.000, 5); [2012-06-10T09:51:57.000, 2012-06-10T10:44:58.000, 6); [2012-06-10T10:44:58.000, 2012-06-10T10:52:51.000, 7); [2012-06-10T10:52:51.000, 2012-06-10T11:01:58.000, 8); [2012-06-10T11:01:58.000, 2015-01-30T00:24:21.000, 9); [2015-01-30T00:24:21.000, 2015-01-30T08:58:34.000, 8); [2015-01-30T08:58:34.000, 2015-02-03T22:37:29.000, 7); [2015-02-03T22:37:29.000, 2015-03-06T09:21:19.000, 6); [2015-03-06T09:21:19.000, 2015-03-06T22:46:46.000, 5); [2015-03-06T22:46:46.000, 2015-03-07T08:51:57.000, 4); [2015-03-07T08:51:57.000, 2015-03-07T09:44:58.000, 3); [2015-03-07T09:44:58.000, 2015-03-07T09:52:51.000, 2); [2015-03-07T09:52:51.000, 2015-03-07T10:01:58.000, 1]>",,,,,,
"4","863","<[2012-06-06T19:18:59.000, 2015-03-03T18:18:59.000, 1]>",,,,,,
"674","64","<[2012-04-21T18:38:26.000, 2015-01-16T17:38:26.000, 1]>",,,,,,
"97","8","<[2012-03-28T13:45:33.000, 2014-12-23T12:45:33.000, 1]>",,,,,,
"64","195","<[2011-11-22T19:28:20.000, 2014-08-18T20:28:20.000, 1]>",,,,,,
"82","675","<[2012-06-13T18:46:36.000, 2015-03-10T17:46:36.000, 1]>",,,,,,
"836","64","<[2012-06-21T17:52:26.000, 2015-03-18T16:52:26.000, 1]>",,,,,,
"474","290","<[2012-02-26T20:01:08.000, 2014-11-22T20:01:08.000, 1]>",,,,,,
"8","867","<[2012-07-02T19:59:10.000, 2015-03-29T19:59:10.000, 1]>",,,,,,
"206","857","<[2012-06-01T19:05:44.000, 2012-06-01T23:04:27.000, 1); [2012-06-01T23:04:27.000, 2015-02-26T18:05:44.000, 2); [2015-02-26T18:05:44.000, 2015-02-26T22:04:27.000, 1]>",,,,,,
"37","5","<[2012-05-13T08:10:58.000, 2015-02-07T07:10:58.000, 1]>",,,,,,
"4","690","<[2012-04-20T20:33:23.000, 2012-05-16T23:14:19.000, 1); [2012-05-16T23:14:19.000, 2015-01-15T19:33:23.000, 2); [2015-01-15T19:33:23.000, 2015-02-10T22:14:19.000, 1]>",,,,,,
"4","101","<[2012-02-29T18:51:09.000, 2014-11-25T18:51:09.000, 1]>",,,,,,
"209","468","<[2012-02-23T13:55:25.000, 2012-02-24T12:59:52.000, 1); [2012-02-24T12:59:52.000, 2012-03-16T15:46:56.000, 2); [2012-03-16T15:46:56.000, 2014-11-19T13:55:25.000, 3); [2014-11-19T13:55:25.000, 2014-11-20T12:59:52.000, 2); [2014-11-20T12:59:52.000, 2014-12-11T15:46:56.000, 1]>",,,,,,
"64","82","<[2011-12-13T05:54:59.000, 2012-05-21T17:56:00.000, 1); [2012-05-21T17:56:00.000, 2012-06-07T18:44:00.000, 2); [2012-06-07T18:44:00.000, 2012-06-08T17:20:35.000, 3); [2012-06-08T17:20:35.000, 2012-06-08T19:36:54.000, 4); [2012-06-08T19:36:54.000, 2012-06-27T00:15:27.000, 5); [2012-06-27T00:15:27.000, 2012-06-27T13:30:38.000, 6); [2012-06-27T13:30:38.000, 2012-06-28T08:54:24.000, 7); [2012-06-28T08:54:24.000, 2014-09-08T06:54:59.000, 8); [2014-09-08T06:54:59.000, 2015-02-15T16:56:00.000, 7); [2015-02-15T16:56:00.000, 2015-03-04T17:44:00.000, 6); [2015-03-04T17:44:00.000, 2015-03-05T16:20:35.000, 5); [2015-03-05T16:20:35.000, 2015-03-05T18:36:54.000, 4); [2015-03-05T18:36:54.000, 2015-03-23T23:15:27.000, 3); [2015-03-23T23:15:27.000, 2015-03-24T12:30:38.000, 2); [2015-03-24T12:30:38.000, 2015-03-25T07:54:24.000, 1]>",,,,,,
"378","206","<[2012-06-04T16:23:33.000, 2012-06-06T16:56:19.000, 1); [2012-06-06T16:56:19.000, 2015-03-01T15:23:33.000, 2); [2015-03-01T15:23:33.000, 2015-03-03T15:56:19.000, 1]>",,,,,,
"704","664","<[2012-05-19T13:44:24.000, 2015-02-13T12:44:24.000, 1]>",,,,,,
"97","64","<[2012-03-21T11:37:56.000, 2012-03-28T13:21:15.000, 1); [2012-03-28T13:21:15.000, 2014-12-16T11:37:56.000, 2); [2014-12-16T11:37:56.000, 2014-12-23T12:21:15.000, 1]>",,,,,,
"64","239","<[2011-11-30T18:23:20.000, 2012-03-13T17:09:58.000, 1); [2012-03-13T17:09:58.000, 2012-05-14T20:06:00.000, 2); [2012-05-14T20:06:00.000, 2012-05-15T19:35:23.000, 3); [2012-05-15T19:35:23.000, 2014-08-26T19:23:20.000, 4); [2014-08-26T19:23:20.000, 2014-12-08T17:09:58.000, 3); [2014-12-08T17:09:58.000, 2015-02-08T19:06:00.000, 2); [2015-02-08T19:06:00.000, 2015-02-09T18:35:23.000, 1]>",,,,,,
"8","44","<[2012-03-08T21:11:10.000, 2012-03-12T11:10:14.000, 1); [2012-03-12T11:10:14.000, 2012-08-15T19:20:05.000, 2); [2012-08-15T19:20:05.000, 2012-08-29T13:09:28.000, 3); [2012-08-29T13:09:28.000, 2012-08-29T14:25:41.000, 4); [2012-08-29T14:25:41.000, 2012-10-18T18:24:50.000, 5); [2012-10-18T18:24:50.000, 2014-12-03T21:11:10.000, 6); [2014-12-03T21:11:10.000, 2014-12-07T11:10:14.000, 5); [2014-12-07T11:10:14.000, 2015-05-12T19:20:05.000, 4); [2015-05-12T19:20:05.000, 2015-05-26T13:09:28.000, 3); [2015-05-26T13:09:28.000, 2015-05-26T14:25:41.000, 2); [2015-05-26T14:25:41.000, 2015-07-15T18:24:50.000, 1]>",,,,,,
"8","75","<[2012-02-29T11:35:49.000, 2014-11-25T11:35:49.000, 1]>",,,,,,
"812","713","<[2012-05-10T20:49:47.000, 2015-02-04T19:49:47.000, 1]>",,,,,,
"10","674","<[2012-07-31T16:17:52.000, 2015-04-27T16:17:52.000, 1]>",,,,,,
"4","717","<[2012-04-18T23:25:39.000, 2015-01-13T22:25:39.000, 1]>",,,,,,
"82","8","<[2011-12-15T01:08:06.000, 2012-07-25T17:57:53.000, 1); [2012-07-25T17:57:53.000, 2012-07-27T19:26:30.000, 2); [2012-07-27T19:26:30.000, 2012-07-28T16:54:13.000, 3); [2012-07-28T16:54:13.000, 2012-07-28T21:37:05.000, 4); [2012-07-28T21:37:05.000, 2012-07-30T17:49:57.000, 5); [2012-07-30T17:49:57.000, 2014-09-10T02:08:06.000, 6); [2014-09-10T02:08:06.000, 2015-04-21T17:57:53.000, 5); [2015-04-21T17:57:53.000, 2015-04-23T19:26:30.000, 4); [2015-04-23T19:26:30.000, 2015-04-24T16:54:13.000, 3); [2015-04-24T16:54:13.000, 2015-04-24T21:37:05.000, 2); [2015-04-24T21:37:05.000, 2015-04-26T17:49:57.000, 1]>",,,,,,
"64","425","<[2012-01-22T17:03:54.000, 2012-01-23T00:08:00.000, 1); [2012-01-23T00:08:00.000, 2012-01-26T06:32:26.000, 2); [2012-01-26T06:32:26.000, 2012-04-17T22:24:12.000, 3); [2012-04-17T22:24:12.000, 2014-10-18T18:03:54.000, 4); [2014-10-18T18:03:54.000, 2014-10-19T01:08:00.000, 3); [2014-10-19T01:08:00.000, 2014-10-22T07:32:26.000, 2); [2014-10-22T07:32:26.000, 2015-01-12T21:24:12.000, 1]>",,,,,,
"4","37","<[2012-02-06T10:20:33.000, 2012-04-19T11:02:07.000, 1); [2012-04-19T11:02:07.000, 2012-05-13T13:37:58.000, 2); [2012-05-13T13:37:58.000, 2012-06-09T23:09:02.000, 3); [2012-06-09T23:09:02.000, 2014-11-02T10:20:33.000, 4); [2014-11-02T10:20:33.000, 2015-01-14T10:02:07.000, 3); [2015-01-14T10:02:07.000, 2015-02-07T12:37:58.000, 2); [2015-02-07T12:37:58.000, 2015-03-06T22:09:02.000, 1]>",,,,,,
"151","189","<[2012-03-29T14:30:51.000, 2014-12-24T13:30:51.000, 1]>",,,,,,
"370","166","<[2012-01-08T10:13:12.000, 2014-10-04T11:13:12.000, 1]>",,,,,,
"203","203","<[2012-01-14T20:29:28.000, 2014-10-10T21:29:28.000, 1]>",,,,,,
"8","737","<[2012-06-06T19:50:32.000, 2012-06-06T23:30:23.000, 1); [2012-06-06T23:30:23.000, 2015-03-03T18:50:32.000, 2); [2015-03-03T18:50:32.000, 2015-03-03T22:30:23.000, 1]>",,,,,,
"876","677","<[2012-05-18T13:13:46.000, 2012-05-20T23:58:17.000, 1); [2012-05-20T23:58:17.000, 2015-02-12T12:13:46.000, 2); [2015-02-12T12:13:46.000, 2015-02-14T22:58:17.000, 1]>",,,,,,
"8","677","<[2012-05-14T17:06:43.000, 2012-05-14T18:35:25.000, 1); [2012-05-14T18:35:25.000, 2015-02-08T16:06:43.000, 2); [2015-02-08T16:06:43.000, 2015-02-08T17:35:25.000, 1]>",,,,,,
"664","64","<[2012-04-20T20:28:31.000, 2012-05-19T15:42:14.000, 1); [2012-05-19T15:42:14.000, 2015-01-15T19:28:31.000, 2); [2015-01-15T19:28:31.000, 2015-02-13T14:42:14.000, 1]>",,,,,,
"357","4","<[2012-01-04T15:33:47.000, 2014-09-30T16:33:47.000, 1]>",,,,,,
"4","619","<[2012-03-22T14:57:50.000, 2014-12-17T14:57:50.000, 1]>",,,,,,
"1299","69","<[2012-10-12T11:22:02.000, 2015-07-09T11:22:02.000, 1]>",,,,,,
"425","985","<[2012-07-12T19:16:38.000, 2015-04-08T19:16:38.000, 1]>",,,,,,
"167","812","<[2012-06-08T18:11:37.000, 2015-03-05T17:11:37.000, 1]>",,,,,,
"4","895","<[2012-05-22T16:49:30.000, 2012-05-22T17:03:30.000, 1); [2012-05-22T17:03:30.000, 2012-05-23T23:19:58.000, 2); [2012-05-23T23:19:58.000, 2015-02-16T15:49:30.000, 3); [2015-02-16T15:49:30.000, 2015-02-16T16:03:30.000, 2); [2015-02-16T16:03:30.000, 2015-02-17T22:19:58.000, 1]>",,,,,,
