797,0,667,01 - Bootcamp,4
798,0,524,"03 - We, the people",4
799,4,670,01 - Bootcamp,0
800,0,984,01 - Bootcamp,4
801,0,970,00 - Undefined,0
802,0,889,"03 - We, the people",0
803,0,2683,04 - Caring for commons,0
804,4,1699,01 - Bootcamp,0
805,10,898,02 - Making a living,0
806,4,141,01 - Bootcamp,4
807,6,782,04 - Caring for commons,0
808,4,497,"03 - We, the people",0
809,0,2390,04 - Caring for commons,0
813,9,2944,04 - Caring for commons,0
812,0,97,"03 - We, the people",4
814,6,2994,04 - Caring for commons,6
815,4,1155,"03 - We, the people",4
816,4,3307,02 - Making a living,0
817,2,423,"03 - We, the people",0
